2023-08-23T18:42:42.988169,0,25
2023-08-23T18:42:43.609749,0,28
2023-08-23T18:42:44.010112,0,22
2023-08-23T18:42:44.625429,0,22
2023-08-23T18:42:44.935531,0,21
2023-08-23T18:42:45.443635,0,28
2023-08-23T18:42:45.972478,22,51
2023-08-23T18:42:46.485297,29,50
2023-08-23T18:42:46.980345,9,27
2023-08-23T18:42:47.491568,0,31
2023-08-23T18:42:48.114208,0,22
2023-08-23T18:42:48.518958,15,56
2023-08-23T18:42:49.040512,7,32
2023-08-23T18:42:49.542003,0,29
2023-08-23T18:42:49.952907,0,22
2023-08-23T18:42:50.689822,1,34
2023-08-23T18:42:50.951239,0,25
2023-08-23T18:42:51.662812,0,21
2023-08-23T18:42:52.113103,0,22
2023-08-23T18:42:52.763361,8,42
2023-08-23T18:42:52.935357,3,26
2023-08-23T18:42:53.432874,10,45
2023-08-23T18:42:54.048946,21,27
2023-08-23T18:42:54.454865,0,21
2023-08-23T18:42:55.070204,18,52
2023-08-23T18:42:55.480304,19,30
2023-08-23T18:42:56.094448,15,38
2023-08-23T18:42:56.503526,0,22
2023-08-23T18:42:57.125579,0,21
2023-08-23T18:42:57.425561,0,27
2023-08-23T18:42:57.937773,10,21
2023-08-23T18:42:58.451254,0,24
2023-08-23T18:42:59.066685,0,24
2023-08-23T18:42:59.473487,0,21
2023-08-23T18:42:59.992795,0,29
2023-08-23T18:43:00.499235,8,42
2023-08-23T18:43:01.008702,0,21
2023-08-23T18:43:01.624169,6,34
2023-08-23T18:43:01.931121,25,32
2023-08-23T18:43:02.444303,6,29
2023-08-23T18:43:03.056778,42,64
2023-08-23T18:43:03.483376,5,24
2023-08-23T18:43:03.984738,0,22
2023-08-23T18:43:04.478171,0,29
2023-08-23T18:43:05.003132,0,24
2023-08-23T18:43:05.537576,5,42
2023-08-23T18:43:06.254811,1,34
2023-08-23T18:43:06.422125,0,24
2023-08-23T18:43:07.062932,0,21
2023-08-23T18:43:07.682042,0,21
2023-08-23T18:43:07.971744,9,58
2023-08-23T18:43:08.484350,11,22
2023-08-23T18:43:09.005904,0,21
2023-08-23T18:43:09.510319,0,22
2023-08-23T18:43:09.917467,7,37
2023-08-23T18:43:10.430047,6,29
2023-08-23T18:43:11.044917,15,52
2023-08-23T18:43:11.458885,17,22
2023-08-23T18:43:12.067860,0,21
2023-08-23T18:43:12.479422,7,52
2023-08-23T18:43:13.095861,19,30
2023-08-23T18:43:13.419670,6,38
2023-08-23T18:43:14.116334,0,24
2023-08-23T18:43:14.422151,0,22
2023-08-23T18:43:14.916616,0,32
2023-08-23T18:43:15.558473,0,21
2023-08-23T18:43:15.961538,0,26
2023-08-23T18:43:16.581504,0,22
2023-08-23T18:43:16.986646,0,21
2023-08-23T18:43:17.596782,5,46
2023-08-23T18:43:18.007513,12,37
2023-08-23T18:43:18.527276,11,43
2023-08-23T18:43:19.040126,0,22
2023-08-23T18:43:19.648252,2,56
2023-08-23T18:43:19.915708,4,37
2023-08-23T18:43:20.580948,0,29
2023-08-23T18:43:21.037246,0,27
2023-08-23T18:43:21.613260,0,22
2023-08-23T18:43:22.024606,0,22
2023-08-23T18:43:22.628645,0,26
2023-08-23T18:43:23.033055,0,27
2023-08-23T18:43:23.536552,0,27
2023-08-23T18:43:23.961036,0,28
2023-08-23T18:43:24.561071,0,24
2023-08-23T18:43:24.917533,0,27
2023-08-23T18:43:25.587223,0,24
2023-08-23T18:43:25.993887,0,21
2023-08-23T18:43:26.507077,0,22
2023-08-23T18:43:27.019445,0,21
2023-08-23T18:43:27.534078,0,21
2023-08-23T18:43:28.046154,0,22
2023-08-23T18:43:28.554121,0,27
2023-08-23T18:43:28.963449,0,22
2023-08-23T18:43:29.476496,0,22
2023-08-23T18:43:29.926186,0,21
2023-08-23T18:43:30.503823,0,21
2023-08-23T18:43:31.013132,0,21
2023-08-23T18:43:31.525755,0,27
2023-08-23T18:43:31.934041,0,27
2023-08-23T18:43:32.549749,0,22
2023-08-23T18:43:32.961125,10,21
2023-08-23T18:43:33.573411,0,28
2023-08-23T18:43:33.981680,0,21
2023-08-23T18:43:34.501070,0,28
2023-08-23T18:43:35.005797,0,22
2023-08-23T18:43:35.543499,0,29
2023-08-23T18:43:36.085760,0,27
2023-08-23T18:43:36.563154,0,21
2023-08-23T18:43:37.167653,0,21
2023-08-23T18:43:37.414596,0,27
2023-08-23T18:43:38.080523,0,26
2023-08-23T18:43:38.494468,0,26
2023-08-23T18:43:39.101210,0,22
2023-08-23T18:43:39.513087,0,21
2023-08-23T18:43:40.023725,0,22
2023-08-23T18:43:40.435798,0,22
2023-08-23T18:43:41.051202,0,21
2023-08-23T18:43:41.457158,0,31
2023-08-23T18:43:41.974815,0,24
2023-08-23T18:43:42.584475,0,21
2023-08-23T18:43:42.993443,0,22
2023-08-23T18:43:43.608558,0,21
2023-08-23T18:43:44.022003,0,29
2023-08-23T18:43:44.426933,0,29
2023-08-23T18:43:44.941802,0,22
2023-08-23T18:43:45.655752,4,22
2023-08-23T18:43:45.964236,0,22
2023-08-23T18:43:46.474817,0,22
2023-08-23T18:43:47.091877,0,22
2023-08-23T18:43:47.506876,0,22
2023-08-23T18:43:48.114553,0,22
2023-08-23T18:43:48.524017,0,22
2023-08-23T18:43:48.947831,0,28
2023-08-23T18:43:49.444330,0,27
2023-08-23T18:43:50.161752,0,30
2023-08-23T18:43:50.691064,0,22
2023-08-23T18:43:50.951895,0,22
2023-08-23T18:43:51.669582,0,21
2023-08-23T18:43:51.928749,0,21
2023-08-23T18:43:52.742595,0,21
2023-08-23T18:43:52.939674,8,65
2023-08-23T18:43:53.437417,6,46
2023-08-23T18:43:54.054181,10,25
2023-08-23T18:43:54.468456,0,27
2023-08-23T18:43:55.076759,3,24
2023-08-23T18:43:55.487986,0,22
2023-08-23T18:43:56.007376,0,24
2023-08-23T18:43:56.509779,0,40
2023-08-23T18:43:57.129082,0,28
2023-08-23T18:43:57.432592,0,21
2023-08-23T18:43:57.944316,0,22
2023-08-23T18:43:58.456058,0,22
2023-08-23T18:43:59.172097,0,21
2023-08-23T18:43:59.418060,0,22
2023-08-23T18:44:00.004149,0,27
2023-08-23T18:44:00.504531,0,24
2023-08-23T18:44:01.019096,5,38
2023-08-23T18:44:01.527560,0,30
2023-08-23T18:44:02.051001,0,21
2023-08-23T18:44:02.456351,0,22
2023-08-23T18:44:02.960367,0,22
2023-08-23T18:44:03.474079,0,24
2023-08-23T18:44:03.990421,0,28
2023-08-23T18:44:04.503897,0,28
2023-08-23T18:44:05.116843,0,22
2023-08-23T18:44:05.417876,0,22
2023-08-23T18:44:05.963876,0,21
2023-08-23T18:44:06.516596,0,21
2023-08-23T18:44:07.007946,0,22
2023-08-23T18:44:07.687626,0,22
2023-08-23T18:44:08.096385,0,21
2023-08-23T18:44:08.492068,0,24
2023-08-23T18:44:09.004360,6,24
2023-08-23T18:44:09.618670,0,32
2023-08-23T18:44:09.919973,5,22
2023-08-23T18:44:10.438149,23,41
2023-08-23T18:44:10.954781,1,45
2023-08-23T18:44:11.460605,0,21
2023-08-28T19:44:02.117828,0,8
2023-08-28T19:44:02.733675,0,8
2023-08-28T19:44:03.096676,0,8
2023-08-28T19:44:03.654569,0,8
2023-08-28T19:44:04.166859,0,9
2023-08-28T19:44:04.780492,0,8
2023-08-28T19:44:05.190290,0,9
2023-08-28T19:44:05.599903,0,9
2023-08-28T19:44:06.214229,0,9
2023-08-28T19:44:06.624294,0,9
2023-08-28T19:44:07.090585,0,9
2023-08-28T19:44:07.648137,0,9
2023-08-28T19:44:08.250545,0,13
2023-08-28T19:44:08.673724,0,9
2023-08-28T19:44:09.287421,0,9
2023-08-28T19:44:09.593757,0,9
2023-08-28T19:44:10.106011,0,9
2023-08-28T19:44:10.721245,0,9
2023-08-28T19:44:11.130932,0,8
2023-08-28T19:44:11.641407,0,9
2023-08-28T19:44:12.154178,0,9
2023-08-28T19:44:12.665444,0,9
2023-08-28T19:44:13.176940,0,9
2023-08-28T19:44:13.794517,0,8
2023-08-28T19:44:14.464818,0,8
2023-08-28T19:44:14.613197,0,8
2023-08-28T19:44:15.090491,0,9
2023-08-28T19:44:15.637913,0,9
2023-08-28T19:44:16.250756,0,9
2023-08-28T19:44:16.659387,0,9
2023-08-28T19:44:17.171829,0,9
2023-08-28T19:44:17.684309,0,8
2023-08-28T19:44:18.298810,0,9
2023-08-28T19:44:18.606473,0,8
2023-08-28T19:44:19.120649,0,9
2023-08-28T19:44:19.629044,0,8
2023-08-28T19:44:20.160426,0,8
2023-08-28T19:44:20.652678,0,8
2023-08-28T19:44:21.164566,0,8
2023-08-28T19:44:21.676921,0,8
2023-08-28T19:44:22.188613,0,8
2023-08-28T19:44:22.598239,0,8
2023-08-28T19:44:23.212747,0,8
2023-08-28T19:44:23.621859,0,8
2023-08-28T19:44:24.241829,0,8
2023-08-28T19:44:24.592057,0,8
2023-08-28T19:44:25.263423,0,8
2023-08-28T19:44:25.670426,0,8
2023-08-28T19:44:26.285457,0,8
2023-08-28T19:44:26.694701,0,8
2023-08-28T19:44:27.103870,6,8
2023-08-28T19:44:27.718471,0,21
