0,27
0,21
0,21
0,24
8,37
0,32
0,28
0,24
0,24
0,33
2,37
2,43
6,24
0,29
0,24
12,22
0,21
0,28
1,37
14,40
6,39
3,42
0,21
0,22
0,24
0,24
1,26
0,31
9,33
0,41
6,38
0,30
0,43
2,29
0,27
0,22
0,31
7,65
8,24
3,33
0,21
0,22
0,22
0,39
0,25
0,27
0,22
0,27
1,57
20,46
0,38
14,28
19,29
0,29
0,21
0,30
0,22
10,37
0,28
0,27
8,36
0,38
0,22
0,22
0,21
26,58
22,43
29,61
33,27
17,27
0,25
0,30
0,24
0,22
0,25
12,29
34,37
18,31
1,51
18,27
11,55
6,24
0,28
0,27
0,26
0,27
8,36
2,24
5,29
0,22
8,41
10,41
0,22
0,41
0,24
0,22
0,22
0,22
0,22
17,27
0,46
7,30
0,27
0,29
0,27
0,22
0,22
0,21
0,22
6,36
0,21
0,21
0,21
0,27
0,24
0,24
0,25
0,22
0,21
0,22
0,22
0,21
0,25
0,28
0,31
0,28
0,22
0,22
2,38
7,68
26,52
15,31
0,22
0,26
0,22
0,29
0,22
0,22
0,21
0,22
0,24
0,22
0,27
0,27
0,24
0,24
0,22
0,24
0,22
0,22
0,31
0,28
0,24
0,24
0,22
0,30
0,40
0,32
0,41
0,29
0,27
1,38
1,36
4,33
0,24
13,32
7,39
0,22
0,27
0,26
0,24
0,22
0,22
0,36
12,30
0,24
0,30
8,67
31,36
21,28
0,21
0,24
0,27
0,22
0,22
0,21
0,27
0,29
0,27
0,22
0,24
0,21
0,24
0,22
0,31
0,22
0,27
0,22
0,22
0,28
0,27
0,28
0,22
0,27
0,24
0,28
0,29
0,27
0,22
0,22
0,22
0,27
0,21
0,22
0,22
0,21
0,28
0,27
0,22
0,22
0,21
0,21
0,24
0,21
0,24
0,21
0,24
0,22
0,21
0,21
0,22
0,22
0,28
0,22
0,21
0,22
0,29
0,22
0,28
0,22
0,22
0,24
0,25
0,21
0,22
0,24
0,21
5,24
0,21
0,21
0,21
0,21
0,22
0,21
0,22
0,21
0,21
0,22
0,21
0,21
0,21
0,21
0,25
0,22
0,21
0,22
0,21
0,21
0,22
0,24
0,21
0,21
0,21
0,27
0,22
0,21
0,24
9,27
0,31
0,22
0,21
0,22
6,29
0,22
0,24
0,29
0,22
0,28
6,28
0,27
0,24
0,21
0,21
0,24
0,28
0,21
0,21
0,21
0,22
0,34
0,21
0,30
0,22
0,24
0,22
0,32
0,41
0,28
0,22
0,21
0,24
0,29
1,28
0,29
0,33
0,33
2,21
0,21
0,22
0,24
0,26
0,21
0,29
0,21
0,27
0,21
0,30
1,29
0,22
0,28
0,24
0,21
0,22
0,27
0,24
0,25
0,22
0,21
0,21
0,21
0,24
0,26
0,22
0,25
0,22
0,24
0,28
0,21
0,22
0,22
0,21
0,30
0,24
0,24
0,24
0,24
0,22
0,22
0,22
0,22
2,33
0,21
0,32
0,27
0,29
0,22
0,22
0,27
0,28
0,28
0,31
0,30
0,36
0,28
0,24
0,24
0,28
0,25
0,24
0,24
0,22
0,22
2,25
0,21
0,22
0,29
0,26
0,30
4,24
0,21
0,27
0,29
5,29
10,34
2,24
1,36
4,30
0,30
0,36
0,29
0,28
0,28
0,32
0,21
0,24
R0 9B
R0 9B
R0 17B
R0 16B
R0 17B
R0 16B
R0 16B
R0 17B
R0 17B
R0 17B
R0 16B
R0 16B
R0 17B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 8B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 8B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 8B
R0 9B
R0 9B
R0 8B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 8B
R0 8B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 8B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 8B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 9B
R0 8B
R0 9B
R0 9B
R0 9B
R0 8B
R0 9B
R0 9B
R0 9B
R0 9B
R0 8B
R0 8B
R0 9B
R0 9B
R0 9B
R0 8B
R0 8B
R0 8B
R0 8B
R0 8B
R0 9B
R0 9B
R0 8B
R0 8B
R0 8B
R0 8B
